Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
1	 14095.26	     0.35	  4933.34	     3.69	  4933.34	     3.69	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x19)(int32 128x19)(int32 128x19)(int32 128x1)(int32 128x1)
2	   115.91	    42.00	  4868.29	     3.64	  9801.63	     7.33	     0.00	     0.00	Mul	GPU-0	(128x128)(128x128)->(128x128)
3	   979.72	     4.00	  3918.86	     2.93	 13720.49	    10.26	     0.00	     0.00	TensorArrayV3	GPU-0	(int32 1x1)->(tf_resource 1x1)(1x1)
4	    68.06	    57.00	  3879.24	     2.90	 17599.73	    13.16	     0.00	     0.00	Shape	GPU-0	(128x128)->(int32 2x1)
5	  9203.63	     0.35	  3221.27	     2.41	 20821.00	    15.57	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(2432x17191)(int32 2432x1)->(2432x1)(2432x17191)
6	    60.62	    52.00	  3152.41	     2.36	 23973.41	    17.93	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(int32 2x1)->(int32 2x1)
7	    63.69	    44.00	  2802.57	     2.10	 26775.98	    20.03	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x128)->(128x128)
8	    53.80	    52.00	  2797.36	     2.09	 29573.34	    22.12	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(int32 2x1)
9	 11279.14	     0.22	  2481.41	     1.86	 32054.75	    23.97	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(3712x17191)(int32 3712x1)->(3712x1)(3712x17191)
10	    51.35	    44.00	  2259.56	     1.69	 34314.31	    25.66	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x128)
11	 10002.59	     0.22	  2200.57	     1.65	 36514.88	    27.31	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x29)(int32 128x29)(int32 128x29)(int32 128x1)(int32 128x1)
12	    82.83	    21.00	  1739.50	     1.30	 38254.38	    28.61	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 2x1)(int32 2x1)->(int32 1x1)(int32 1x1)
13	   284.00	     6.00	  1703.97	     1.27	 39958.35	    29.88	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(1024 bytes)
14	   340.70	     5.00	  1703.50	     1.27	 41661.85	    31.16	     0.00	     0.00	TensorArrayGradV3	GPU-0	(tf_resource 1x1)(1x1)->(tf_resource 1x1)(1x1)
15	   559.26	     3.00	  1677.78	     1.25	 43339.63	    32.41	     0.00	     0.00	MatMul	GPU-0	(128x256)(128x512)->(256x512)
16	   119.52	    14.00	  1673.31	     1.25	 45012.94	    33.66	     0.00	     0.00	Select	GPU-0	(boolean 128x1)(128x128)(128x128)->(128x128)
17	   331.21	     5.00	  1656.07	     1.24	 46669.01	    34.90	     0.00	     0.00	ConcatV2	GPU-0	(128x128)(128x128)(int32 1x1)->(128x256)
18	 13989.82	     0.11	  1538.88	     1.15	 48207.89	    36.05	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x9)(int32 128x9)(int32 128x9)(int32 128x1)(int32 128x1)
19	   367.92	     4.00	  1471.66	     1.10	 49679.55	    37.15	     0.00	     0.00	ConcatV2	GPU-0	(128x128)(128x128)(128x128)(128x128)(int32 1x1)->(128x512)
20	   476.79	     3.00	  1430.37	     1.07	 51109.92	    38.22	     0.00	     0.00	MatMul	GPU-0	(128x512)(256x512)->(128x256)
21	    69.67	    19.00	  1323.76	     0.99	 52433.68	    39.21	     0.00	     0.00	Merge	GPU-0	(128x128)(128x128)->(128x128)(int32 1x1)
22	 13030.60	     0.10	  1303.06	     0.97	 53736.74	    40.19	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x39)(int32 128x39)(int32 128x39)(int32 128x1)(int32 128x1)
23	    29.68	    42.00	  1246.73	     0.93	 54983.47	    41.12	     0.00	     0.00	Reshape	GPU-0	(128x128)(int32 2x1)->(128x128)
24	   152.79	     8.00	  1222.29	     0.91	 56205.76	    42.03	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 2x1)(int32 1x1)->(int32 1x1)(int32 2x1)
25	   101.64	    12.00	  1219.71	     0.91	 57425.47	    42.95	     0.00	     0.00	AddN	GPU-0	(128x128)(128x128)->(128x128)
26	  3310.69	     0.35	  1158.74	     0.87	 58584.21	    43.81	     0.00	     0.00	MatMul	GPU-0	(2432x17191)(128x17191)->(2432x128)
27	 11268.40	     0.10	  1126.84	     0.84	 59711.05	    44.66	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(4992x17191)(int32 4992x1)->(4992x1)(4992x17191)
28	 22276.40	     0.05	  1113.82	     0.83	 60824.87	    45.49	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(6272x17191)(int32 6272x1)->(6272x1)(6272x17191)
29	    92.44	    12.00	  1109.25	     0.83	 61934.12	    46.32	     0.00	     0.00	SigmoidGrad	GPU-0	(128x128)(128x128)->(128x128)
30	  2998.77	     0.35	  1049.57	     0.78	 62983.69	    47.10	     0.00	     0.00	MatMul	GPU-0	(2432x128)(128x17191)->(2432x17191)
31	   130.77	     8.00	  1046.14	     0.78	 64029.83	    47.89	     0.00	     0.00	Sigmoid	GPU-0	(128x128)->(128x128)
32	  1518.53	     0.68	  1032.60	     0.77	 65062.43	    48.66	     0.00	     0.00	Less	GPU-0	(int32 29x1)(int32 128x1)->(boolean 128x29)
33	   128.38	     8.00	  1027.00	     0.77	 66089.43	    49.43	     0.00	     0.00	Tanh	GPU-0	(128x128)->(128x128)
34	   342.10	     3.00	  1026.30	     0.77	 67115.73	    50.19	     0.00	     0.00	MatMul	GPU-0	(128x256)(256x512)->(128x512)
35	 11263.33	     0.09	  1013.70	     0.76	 68129.43	    50.95	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x50)(int32 128x51)(int32 128x51)(int32 128x1)(int32 128x1)
36	  1397.92	     0.72	  1006.50	     0.75	 69135.93	    51.70	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x19x128)->(128x1x19)
37	   249.03	     4.00	   996.10	     0.74	 70132.03	    52.45	     0.00	     0.00	Split	GPU-0	(int32 1x1)(128x512)->(128x128)(128x128)(128x128)(128x128)
38	    10.65	    92.00	   980.23	     0.73	 71112.26	    53.18	     0.00	     0.00	Const	GPU-0	(no input)->(int32 1x1)
39	  1995.43	     0.46	   917.90	     0.69	 72030.16	    53.87	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x29x128)->(128x1x29)
40	   857.58	     1.07	   917.61	     0.69	 72947.77	    54.56	     0.00	     0.00	Less	GPU-0	(int32 19x1)(int32 128x1)->(boolean 128x19)
41	  2412.47	     0.38	   916.74	     0.69	 73864.51	    55.24	     0.00	     0.00	Less	GPU-0	(int32 39x1)(int32 128x1)->(boolean 128x39)
42	  4043.68	     0.22	   889.61	     0.67	 74754.12	    55.91	     0.00	     0.00	MatMul	GPU-0	(3712x17191)(128x17191)->(3712x128)
43	  9738.78	     0.09	   876.49	     0.66	 75630.61	    56.56	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(6528x17191)(int32 6528x1)->(6528x1)(6528x17191)
44	   288.89	     3.00	   866.67	     0.65	 76497.28	    57.21	393216.00	     0.45	Add	GPU-0	(256x512)(256x512)->(256x512)
45	   142.26	     6.00	   853.56	     0.64	 77350.84	    57.85	     0.00	     0.00	ConcatOffset	GPU-0	(int32 1x1)(int32 2x1)(int32 2x1)(int32 2x1)->(int32 2x1)(int32 2x1)
46	  2431.06	     0.35	   850.87	     0.64	 78201.71	    58.48	     0.00	     0.00	MatMul	GPU-0	(2432x128)(2432x17191)->(128x17191)
47	 16990.00	     0.05	   849.50	     0.64	 79051.21	    59.12	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x49)(int32 128x49)(int32 128x49)(int32 128x1)(int32 128x1)
48	  3708.32	     0.22	   815.83	     0.61	 79867.04	    59.73	     0.00	     0.00	MatMul	GPU-0	(3712x128)(128x17191)->(3712x17191)
49	    33.76	    24.00	   810.20	     0.61	 80677.24	    60.34	     0.00	     0.00	Const	GPU-0	(no input)->(1x1)
50	   153.63	     5.00	   768.17	     0.57	 81445.41	    60.91	     0.00	     0.00	ShapeN	GPU-0	(128x128)(128x128)->(int32 2x1)(int32 2x1)
51	    78.22	     9.00	   704.02	     0.53	 82149.43	    61.44	     0.00	     0.00	Merge	GPU-0	(1x1)(1x1)->(1x1)(int32 1x1)
52	    87.10	     8.00	   696.81	     0.52	 82846.24	    61.96	     0.00	     0.00	TanhGrad	GPU-0	(128x128)(128x128)->(128x128)
53	  3829.00	     0.18	   689.22	     0.52	 83535.46	    62.47	     0.00	     0.00	Less	GPU-0	(int32 50x1)(int32 128x1)->(boolean 128x50)
54	  1920.00	     0.35	   672.00	     0.50	 84207.46	    62.98	     0.00	     0.00	Mul	GPU-0	(2432x1)(2432x17191)->(2432x17191)
55	  3001.59	     0.22	   660.35	     0.49	 84867.81	    63.47	     0.00	     0.00	MatMul	GPU-0	(3712x128)(3712x17191)->(128x17191)
56	  2245.29	     0.28	   628.68	     0.47	 85496.49	    63.94	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x39x128)->(128x1x39)
57	   104.27	     6.00	   625.65	     0.47	 86122.14	    64.41	     0.00	     0.00	Merge	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)(int32 1x1)
58	   603.18	     1.00	   603.18	     0.45	 86725.32	    64.86	     0.00	     0.00	MatMul	GPU-0	(128x384)(128x512)->(384x512)
59	    86.10	     7.00	   602.72	     0.45	 87328.04	    65.31	114688.00	     0.19	Mul	GPU-0	(128x128)(1x1)->(128x128)
60	    31.50	    19.00	   598.58	     0.45	 87926.62	    65.76	     0.00	     0.00	Sum	GPU-0	(128x128)(int32 1x1)(int32 1x1)->(128x128)
61	    29.51	    20.00	   590.19	     0.44	 88516.81	    66.20	     0.00	     0.00	Switch	GPU-0	(128x128)(int32 1x1)(boolean 1x1)->(128x128)
62	    71.36	     8.00	   570.91	     0.43	 89087.72	    66.63	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x256)->(128x256)
63	   138.51	     4.00	   554.03	     0.41	 89641.75	    67.04	     0.00	     0.00	Sigmoid	GPU-0	(128x128)(128x128)(128x128)(128x128)->(128x128)
64	   136.99	     4.00	   547.94	     0.41	 90189.69	    67.45	     0.00	     0.00	BiasAddGrad	GPU-0	(128x512)->(512x1)
65	    45.43	    12.00	   545.21	     0.41	 90734.90	    67.86	     0.00	     0.00	ZerosLike	GPU-0	(128x128)->(128x128)
66	   134.68	     4.00	   538.73	     0.40	 91273.63	    68.26	     0.00	     0.00	BiasAdd	GPU-0	(128x512)(512x1)->(128x512)
67	    89.05	     6.00	   534.31	     0.40	 91807.94	    68.66	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(128 bytes)
68	  2768.74	     0.19	   526.06	     0.39	 92334.00	    69.05	     0.00	     0.00	Less	GPU-0	(int32 49x1)(int32 128x1)->(boolean 128x49)
69	   172.33	     3.00	   516.99	     0.39	 92850.99	    69.44	     0.00	     0.00	RandomUniform	GPU-0	(int32 2x1)->(128x128)
70	    86.00	     6.00	   516.03	     0.39	 93367.02	    69.83	     6.00	     0.00	Add	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
71	  2325.77	     0.22	   511.67	     0.38	 93878.69	    70.21	     0.00	     0.00	Mul	GPU-0	(3712x1)(3712x17191)->(3712x17191)
72	  4630.00	     0.11	   509.30	     0.38	 94387.99	    70.59	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(1152x17191)(int32 1152x1)->(1152x1)(1152x17191)
73	   168.29	     3.00	   504.86	     0.38	 94892.85	    70.97	     0.00	     0.00	Add	GPU-0	(1x1)(128x128)->(128x128)
74	   164.68	     3.00	   494.04	     0.37	 95386.89	    71.34	     0.00	     0.00	TensorArrayReadV3	GPU-0	(tf_resource 1x1)(int32 1x1)(1x1)->(128x128)
75	    96.61	     5.00	   483.04	     0.36	 95869.93	    71.70	     0.00	     0.00	Slice	GPU-0	(128x256)(int32 2x1)(int32 2x1)(int32 2x1)(int32 2x1)->(128x128)
76	   482.01	     1.00	   482.01	     0.36	 96351.94	    72.06	     0.00	     0.00	MatMul	GPU-0	(128x512)(384x512)->(128x384)
77	   118.84	     4.00	   475.38	     0.36	 96827.32	    72.41	     0.00	     0.00	Add	GPU-0	(128x128)(1x1)->(128x128)
78	   654.93	     0.72	   471.55	     0.35	 97298.87	    72.77	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x19)(128x19x128)->(128x1x128)
79	  1014.89	     0.46	   466.85	     0.35	 97765.72	    73.12	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x29)(128x29x128)->(128x1x128)
80	    24.33	    19.00	   462.24	     0.35	 98227.96	    73.46	     0.00	     0.00	NextIteration	GPU-0	(128x128)->(128x128)
81	    27.25	    16.00	   435.92	     0.33	 98663.88	    73.79	     0.00	     0.00	Sum	GPU-0	(128x128)(int32 1x1)->(128x128)
82	   145.27	     3.00	   435.80	     0.33	 99099.68	    74.11	     0.00	     0.00	Floor	GPU-0	(128x128)->(128x128)
83	   432.95	     1.00	   432.95	     0.32	 99532.63	    74.44	     0.00	     0.00	MatMul	GPU-0	(128x384)(384x512)->(128x512)
84	    53.80	     8.00	   430.39	     0.32	 99963.02	    74.76	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x256)
85	   107.41	     4.00	   429.63	     0.32	100392.65	    75.08	     0.00	     0.00	Add	GPU-0	(128x128)(128x128)->(128x128)
86	 10700.75	     0.04	   428.03	     0.32	100820.68	    75.40	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(4864x17191)(int32 4864x1)->(4864x1)(4864x17191)
87	    84.24	     5.00	   421.21	     0.32	101241.89	    75.72	     0.00	     0.00	Slice	GPU-0	(128x256)(int32 2x1)(int32 2x1)->(128x128)
88	  3923.10	     0.10	   392.31	     0.29	101634.20	    76.01	     0.00	     0.00	MatMul	GPU-0	(4992x17191)(128x17191)->(4992x128)
89	   534.60	     0.72	   384.91	     0.29	102019.11	    76.30	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x19)(128x1x128)->(128x19x128)
90	  3686.40	     0.10	   368.64	     0.28	102387.75	    76.57	     0.00	     0.00	MatMul	GPU-0	(4992x128)(128x17191)->(4992x17191)
91	    30.64	    12.00	   367.68	     0.27	102755.43	    76.85	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(1 bytes)
92	  2561.14	     0.14	   358.56	     0.27	103113.99	    77.12	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x49x128)->(128x1x49)
93	  1267.32	     0.28	   354.85	     0.27	103468.84	    77.38	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x39)(128x39x128)->(128x1x128)
94	     4.70	    75.00	   352.86	     0.26	103821.70	    77.65	     0.00	     0.00	StackV2	GPU-0	(1)->(tf_resource 1x1)
95	   766.80	     0.46	   352.73	     0.26	104174.43	    77.91	     0.00	     0.00	Add	GPU-0	(128x29x128)(128x29x128)->(128x29x128)
96	  1954.22	     0.18	   351.76	     0.26	104526.19	    78.17	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x50x128)->(128x1x50)
97	   116.23	     3.00	   348.68	     0.26	104874.87	    78.43	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(1 bytes)
98	  6889.20	     0.05	   344.46	     0.26	105219.33	    78.69	     0.00	     0.00	MatMul	GPU-0	(6272x128)(128x17191)->(6272x17191)
99	    85.72	     4.00	   342.89	     0.26	105562.22	    78.95	     0.00	     0.00	Shape	GPU-0	(128x256)->(int32 2x1)
100	   735.02	     0.46	   338.11	     0.25	105900.33	    79.20	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x29)(128x1x128)->(128x29x128)
101	  1176.36	     0.28	   329.38	     0.25	106229.71	    79.45	     0.00	     0.00	Add	GPU-0	(128x39x128)(128x39x128)->(128x39x128)
102	    46.82	     7.00	   327.76	     0.25	106557.47	    79.69	     0.00	     0.00	NextIteration	GPU-0	(int32 1x1)->(int32 1x1)
103	    11.44	    28.00	   320.31	     0.24	106877.78	    79.93	     0.00	     0.00	Const	CPU-0	(no input)->(string 1x1)
104	  3539.44	     0.09	   318.55	     0.24	107196.33	    80.17	     0.00	     0.00	MatMul	GPU-0	(6528x17191)(128x17191)->(6528x128)
105	   155.99	     2.00	   311.98	     0.23	107508.31	    80.40	     0.00	     0.00	TensorArrayWriteV3	GPU-0	(tf_resource 1x1)(int32 1x1)(128x128)(1x1)->(1x1)
106	   305.52	     1.00	   305.52	     0.23	107813.83	    80.63	196608.00	     0.64	Add	GPU-0	(384x512)(384x512)->(384x512)
107	  2992.90	     0.10	   299.29	     0.22	108113.12	    80.85	     0.00	     0.00	MatMul	GPU-0	(4992x128)(4992x17191)->(128x17191)
108	   292.79	     1.00	   292.79	     0.22	108405.91	    81.07	     0.00	     0.00	MatMul	GPU-0	(128x256)(256x128)->(128x128)
109	    96.88	     3.00	   290.65	     0.22	108696.56	    81.29	     0.00	     0.00	TensorArrayWriteV3	GPU-0	(tf_resource 1x1)(1x1)(int32 1x1)(128x128)(1x1)->(1x1)
110	  3210.22	     0.09	   288.92	     0.22	108985.48	    81.51	     0.00	     0.00	MatMul	GPU-0	(6528x128)(128x17191)->(6528x17191)
111	  1598.06	     0.18	   287.65	     0.22	109273.13	    81.72	     0.00	     0.00	Add	GPU-0	(128x50x128)(128x50x128)->(128x50x128)
112	    71.05	     4.00	   284.20	     0.21	109557.33	    81.93	  2048.00	     0.01	Add	GPU-0	(512x1)(512x1)->(512x1)
113	    31.21	     9.00	   280.90	     0.21	109838.23	    82.14	     0.00	     0.00	Switch	GPU-0	(1x1)(int32 1x1)(boolean 1x1)->(1x1)
114	   140.13	     2.00	   280.26	     0.21	110118.49	    82.35	     0.00	     0.00	GreaterEqual	GPU-0	(int32 1x1)(int32 128x1)->(boolean 128x1)
115	   140.11	     2.00	   280.22	     0.21	110398.71	    82.56	     0.00	     0.00	Mul	GPU-0	(128x256)(1x1)->(128x256)
116	    39.63	     7.00	   277.44	     0.21	110676.15	    82.77	     0.00	     0.00	Switch	GPU-0	(int32 1x1)(int32 1x1)(boolean 1x1)->(int32 1x1)
117	     1.17	   236.00	   276.92	     0.21	110953.07	    82.98	     0.00	     0.00	Enter	GPU-0	(tf_resource 1x1)->(tf_resource 1x1)
118	    90.59	     3.00	   271.78	     0.20	111224.85	    83.18	     0.00	     0.00	StridedSlice	GPU-0	(int32 2x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
119	   375.36	     0.72	   270.26	     0.20	111495.11	    83.38	     0.00	     0.00	Add	GPU-0	(128x19x128)(128x19x128)->(128x19x128)
120	 26643.00	     0.01	   266.43	     0.20	111761.54	    83.58	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(5888x17191)(int32 5888x1)->(5888x1)(5888x17191)
121	    87.32	     3.00	   261.96	     0.20	112023.50	    83.78	     0.00	     0.00	All	GPU-0	(boolean 128x1)(int32 1x1)->(boolean 1x1)
122	   928.54	     0.28	   259.99	     0.19	112283.49	    83.97	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x39)(128x1x128)->(128x39x128)
123	   244.91	     1.00	   244.91	     0.18	112528.40	    84.16	     0.00	     0.00	MatMul	GPU-0	(128x256)(128x128)->(256x128)
124	   121.00	     2.00	   241.99	     0.18	112770.39	    84.34	     2.00	     0.00	GreaterEqual	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(boolean 1x1)
125	  2675.11	     0.09	   240.76	     0.18	113011.15	    84.52	     0.00	     0.00	MatMul	GPU-0	(6528x128)(6528x17191)->(128x17191)
126	   119.99	     2.00	   239.98	     0.18	113251.13	    84.70	     0.00	     0.00	TensorArrayReadV3	GPU-0	(tf_resource 1x1)(1x1)(int32 1x1)(1x1)->(128x128)
127	  1696.79	     0.14	   237.55	     0.18	113488.68	    84.87	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x49)(128x49x128)->(128x1x128)
128	    58.84	     4.00	   235.38	     0.18	113724.06	    85.05	     0.00	     0.00	Switch	GPU-0	(tf_resource 1x1)(boolean 1x1)->(tf_resource 1x1)
129	    33.61	     7.00	   235.24	     0.18	113959.30	    85.23	     0.00	     0.00	Sum	GPU-0	(128x128)(int32 1x1)(int32 2x1)->(128x128)
130	    78.12	     3.00	   234.37	     0.18	114193.67	    85.40	     0.00	     0.00	Merge	GPU-0	(1)(128x128)->(128x128)(int32 1x1)
131	  5856.75	     0.04	   234.27	     0.18	114427.94	    85.58	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x39)(int32 128x38)(int32 128x38)(int32 128x1)(int32 128x1)
132	  1291.56	     0.18	   232.48	     0.17	114660.42	    85.75	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x50)(128x50x128)->(128x1x128)
133	   230.70	     1.00	   230.70	     0.17	114891.12	    85.92	     0.00	     0.00	MatMul	GPU-0	(128x128)(256x128)->(128x256)
134	  2293.30	     0.10	   229.33	     0.17	115120.45	    86.10	     0.00	     0.00	Mul	GPU-0	(4992x1)(4992x17191)->(4992x17191)
135	    74.45	     3.00	   223.36	     0.17	115343.81	    86.26	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(int32 1x1)
136	   108.72	     2.00	   217.45	     0.16	115561.26	    86.43	     2.00	     0.00	Less	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(boolean 1x1)
137	     5.05	    43.00	   217.02	     0.16	115778.28	    86.59	     0.00	     0.00	StackV2	GPU-0	(int32 1x1)->(tf_resource 1x1)
138	    71.70	     3.00	   215.10	     0.16	115993.38	    86.75	     0.00	     0.00	Merge	GPU-0	(256x512)(256x512)->(256x512)(int32 1x1)
139	    25.89	     8.00	   207.08	     0.15	116200.46	    86.90	     0.00	     0.00	NextIteration	GPU-0	(1x1)->(1x1)
140	   102.12	     2.00	   204.24	     0.15	116404.70	    87.06	     0.00	     0.00	Pack	GPU-0	(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)->(14x1)
141	   201.12	     1.00	   201.12	     0.15	116605.82	    87.21	     0.00	     0.00	LogicalOr	GPU-0	(boolean 128x1)(boolean 128x1)->(boolean 128x1)
142	    99.18	     2.00	   198.36	     0.15	116804.18	    87.35	     0.00	     0.00	Mul	GPU-0	(128x256)(128x256)->(128x256)
143	    66.01	     3.00	   198.04	     0.15	117002.22	    87.50	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(int32 1x1)->(int32 1x1)
144	    47.67	     4.00	   190.70	     0.14	117192.92	    87.65	     0.00	     0.00	Merge	GPU-0	(512x1)(512x1)->(512x1)(int32 1x1)
145	   188.67	     1.00	   188.67	     0.14	117381.59	    87.79	     0.00	     0.00	ConcatV2	GPU-0	(128x256)(128x128)(int32 1x1)->(128x384)
146	  1341.21	     0.14	   187.77	     0.14	117569.36	    87.93	     0.00	     0.00	Add	GPU-0	(128x49x128)(128x49x128)->(128x49x128)
147	  1693.36	     0.11	   186.27	     0.14	117755.63	    88.07	     0.00	     0.00	MatMul	GPU-0	(1152x17191)(128x17191)->(1152x128)
148	   266.49	     0.69	   183.88	     0.14	117939.51	    88.20	     0.00	     0.00	Mul	GPU-0	(1x1)(128x29)->(128x29)
149	  2005.67	     0.09	   180.51	     0.13	118120.02	    88.34	     0.00	     0.00	Mul	GPU-0	(6528x1)(6528x17191)->(6528x17191)
150	   179.73	     1.00	   179.73	     0.13	118299.75	    88.47	     0.00	     0.00	RandomUniform	GPU-0	(int32 2x1)->(128x256)
151	   177.08	     1.00	   177.08	     0.13	118476.83	    88.61	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(128 bytes)
152	   176.79	     1.00	   176.79	     0.13	118653.62	    88.74	     0.00	     0.00	Less	GPU-0	(int32 1x1)(int32 128x1)->(boolean 128x1)
153	   793.05	     0.22	   174.47	     0.13	118828.09	    88.87	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x9x128)->(128x1x9)
154	   168.86	     1.00	   168.86	     0.13	118996.95	    88.99	     0.00	     0.00	ApplyGradientDescent	GPU-0	(128x17191)(1x1)(int32 1x1)(128x17191)->(128x17191)
155	  1841.89	     0.09	   165.77	     0.12	119162.72	    89.12	     0.00	     0.00	Softmax	GPU-0	(128x50)->(128x50)
156	    41.37	     4.00	   165.47	     0.12	119328.19	    89.24	     0.00	     0.00	LoopCond	GPU-0	(boolean 1x1)->(boolean 1x1)
157	  1498.55	     0.11	   164.84	     0.12	119493.03	    89.37	     0.00	     0.00	MatMul	GPU-0	(1152x128)(128x17191)->(1152x17191)
158	   896.11	     0.18	   161.30	     0.12	119654.33	    89.49	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x50)(128x1x128)->(128x50x128)
159	    74.56	     2.00	   149.11	     0.11	119803.44	    89.60	     2.00	     0.00	Add	GPU-0	(1x1)(1x1)->(1x1)
160	   147.44	     1.00	   147.44	     0.11	119950.88	    89.71	     0.00	     0.00	ShapeN	GPU-0	(128x256)(128x128)->(int32 2x1)(int32 2x1)
161	  3672.50	     0.04	   146.90	     0.11	120097.78	    89.82	     0.00	     0.00	MatMul	GPU-0	(4864x17191)(128x17191)->(4864x128)
162	   146.74	     1.00	   146.74	     0.11	120244.52	    89.93	     0.00	     0.00	Floor	GPU-0	(128x256)->(128x256)
163	  1002.14	     0.14	   140.30	     0.10	120384.82	    90.03	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x49)(128x1x128)->(128x49x128)
164	   139.85	     1.00	   139.85	     0.10	120524.67	    90.14	     0.00	     0.00	AddN	GPU-0	(128x128)(128x128)(128x128)->(128x128)
165	   604.04	     0.23	   138.93	     0.10	120663.60	    90.24	     0.00	     0.00	Softmax	GPU-0	(128x29)->(128x29)
166	    12.63	    11.00	   138.93	     0.10	120802.53	    90.34	     0.00	     0.00	Identity	GPU-0	(no output info)->(1x1)
167	  1243.64	     0.11	   136.80	     0.10	120939.33	    90.45	     0.00	     0.00	MatMul	GPU-0	(1152x128)(1152x17191)->(128x17191)
168	 13516.00	     0.01	   135.16	     0.10	121074.49	    90.55	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)
169	   292.13	     0.46	   134.38	     0.10	121208.87	    90.65	     0.00	     0.00	Select	GPU-0	(boolean 128x29)(128x29)(128x29)->(128x29)
170	    66.48	     2.00	   132.97	     0.10	121341.84	    90.75	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(int32 3x1)->(int32 3x1)
171	  3302.50	     0.04	   132.10	     0.10	121473.94	    90.85	     0.00	     0.00	MatMul	GPU-0	(4864x128)(128x17191)->(4864x17191)
172	    43.28	     3.00	   129.84	     0.10	121603.78	    90.94	     0.00	     0.00	ControlTrigger	GPU-0	(no input)->(no output info)
173	  1835.86	     0.07	   128.51	     0.10	121732.29	    91.04	     0.00	     0.00	Softmax	GPU-0	(128x49)->(128x49)
